time,Panel_1_Power_Avg,Panel_2_Power_Min,Panel_2_Power_Max,Panel_2_Power_Avg
1585016324,0.0,-0.234375,9.61761474609375,0.0
1585016382,0.0,-0.234375,9.61761474609375,0.0
1585016444,0.0,-0.234375,9.61761474609375,0.0
1585016502,0.0,-0.234375,9.61761474609375,0.0
1585016564,0.0,-0.234375,9.61761474609375,0.0
1585016622,0.0,-0.234375,9.61761474609375,0.0
1585016684,0.0,-0.234375,9.61761474609375,0.0
1585016746,0.0,-0.234375,9.61761474609375,0.0
1585016804,0.0,-0.234375,9.61761474609375,0.0
1585016866,0.0,-0.234375,9.61761474609375,0.0
1585016924,0.0,-0.234375,9.61761474609375,0.0
1585022142,0.0,-0.234375,9.61761474609375,0.0
1585022625,0.0,0.0,0.0,0.0
1585022682,0.0,0.0,0.0,0.0
1585022802,0.0,0.0,0.003662109375,0.0
1585022864,0.0,0.0,0.2325439453125,0.0
1585022984,0.0,0.0,0.2325439453125,0.0
1587416114,0.0,-0.234375,9.82818603515625,0.0
1587416177,0.0,-0.234375,9.82818603515625,0.0
1587416234,0.0,-0.234375,9.82818603515625,0.0
1587416296,0.0,-0.234375,9.82818603515625,0.0
1587416354,0.0,-0.234375,9.82818603515625,0.0
1587416416,0.0,-0.234375,9.82818603515625,0.0
1587416474,0.0,-0.234375,9.82818603515625,0.0
1587416536,0.0,-0.234375,9.82818603515625,0.0
1587416594,0.0,-0.234375,9.82818603515625,0.0
1587416656,0.0,-0.234375,9.82818603515625,0.0
1587759798,0.0,-0.234375,9.82818603515625,0.0
1587759861,0.0,-0.234375,9.82818603515625,0.0
1587759914,0.0,-0.234375,9.82818603515625,0.0
1587760038,0.0,-0.234375,9.82818603515625,0.0
1587760096,0.0,-0.234375,9.82818603515625,0.0
1587760158,0.0,-0.234375,9.82818603515625,0.0
1587760216,0.0,-0.234375,9.82818603515625,0.0
1587760278,0.0,-0.234375,9.82818603515625,0.0
1587760336,0.0,-0.234375,9.82818603515625,0.0
