time,PPT_Voltage_Min,PPT_Voltage_Max,PPT_Voltage_Avg
1581789804,0.032,0.5640000000000001,0.04
1581789862,0.032,0.5640000000000001,0.04
1581789924,0.032,0.5640000000000001,0.04
1581789982,0.032,0.5640000000000001,0.04
1581790044,0.032,0.5640000000000001,0.04
1581790101,0.032,0.5640000000000001,0.04
1581790164,0.032,0.5640000000000001,0.04
1581891801,0.032,0.5640000000000001,0.04
1581891863,0.032,0.5640000000000001,0.04
1581891921,0.032,0.5640000000000001,0.04
1581891983,0.032,0.5640000000000001,0.04
1581892041,0.032,0.5640000000000001,0.04
1581892103,0.032,0.5640000000000001,0.04
1581892160,0.032,0.5640000000000001,0.04
1581892223,0.032,0.5640000000000001,0.04
1581892280,0.032,0.5640000000000001,0.04
1581892343,0.032,0.5640000000000001,0.04
1581892400,0.032,0.5640000000000001,0.04
1581892462,0.032,0.5640000000000001,0.04
1582223663,0.032,0.048,0.04
1582223721,0.032,0.048,0.04
1582223779,0.032,0.048,0.04
1582223783,0.032,0.048,0.04
1582223841,0.032,0.048,0.04
1582223903,0.032,0.048,0.04
1582223961,0.032,0.048,0.04
1582224023,0.032,0.048,0.04
1582224081,0.032,0.048,0.04
1582224143,0.032,0.048,0.04
1582224200,0.032,0.048,0.04
1582224263,0.032,0.048,0.04
1582224320,0.032,0.048,0.04
1582224383,0.032,0.048,0.04
1582224440,0.032,0.048,0.04
1582224502,0.032,0.048,0.04
1582229483,0.032,0.048,0.04
1582229598,0.032,0.048,0.04
1582229603,0.032,0.048,0.04
1582229661,0.032,0.048,0.04
1582229723,0.032,0.048,0.04
1582229781,0.032,0.048,0.04
1582229843,0.032,0.048,0.04
1582229900,0.032,0.048,0.04
1582229963,0.032,0.048,0.04
1582230020,0.032,0.048,0.04
1582230083,0.032,0.048,0.04
1582230140,0.032,0.048,0.04
1582230202,0.032,0.048,0.04
1582230260,0.032,0.048,0.04
1582230322,0.032,0.048,0.04
1582235360,0.032,0.048,0.04
1582235422,0.032,0.048,0.04
1582235480,0.032,0.048,0.04
1582235542,0.032,0.048,0.04
1582235604,0.032,0.048,0.04
1582235662,0.032,0.048,0.04
1582235724,0.032,0.048,0.04
1582235782,0.032,0.048,0.04
1582235844,0.032,0.048,0.04
1582235902,0.032,0.048,0.04
1582235964,0.032,0.048,0.04
1582236021,0.032,0.048,0.04
1582236084,0.032,0.048,0.04
1582308084,0.032,0.048,0.04
1582308141,0.032,0.048,0.04
1582308204,0.032,0.048,0.04
1582308261,0.032,0.048,0.036000000000000004
1582308324,0.032,0.048,0.036000000000000004
1582308381,0.032,0.048,0.036000000000000004
1582308443,0.032,0.048,0.036000000000000004
1582308501,0.032,0.048,0.036000000000000004
1582308683,0.032,0.048,0.036000000000000004
1582308741,0.032,0.048,0.036000000000000004
1582308803,0.032,0.048,0.036000000000000004
1582308861,0.032,0.048,0.036000000000000004
1582319962,0.032,0.048,0.04
1582320020,0.032,0.048,0.04
1582320082,0.036000000000000004,0.044,0.04
1582320140,0.036000000000000004,0.044,0.04
1582320202,0.036000000000000004,0.044,0.04
1582320260,0.036000000000000004,0.044,0.04
1582320322,0.036000000000000004,0.048,0.04
1582320384,0.036000000000000004,0.048,0.04
1582320442,0.036000000000000004,0.048,0.04
1582320504,0.036000000000000004,0.048,0.04
1582320562,0.036000000000000004,0.048,0.04
1582488773,0.032,0.048,0.04
1582488893,0.032,0.048,0.036000000000000004
1582488955,0.032,0.048,0.036000000000000004
1582489022,0.032,0.048,0.036000000000000004
1582489075,0.032,0.048,0.036000000000000004
1582489195,0.032,0.048,0.036000000000000004
1582489253,0.032,0.048,0.04
1582916934,0.032,0.048,0.036000000000000004
1582916995,0.032,0.048,0.04
1582917053,0.032,0.048,0.04
1582917124,0.032,0.048,0.04
1582917172,0.032,0.048,0.036000000000000004
1582983894,0.032,0.048,0.04
1582983956,0.032,0.048,0.04
1582984014,0.032,0.048,0.04
1582984076,0.032,0.048,0.04
1582984134,0.032,0.048,0.04
1582984196,0.032,0.048,0.04
1582984253,0.032,0.048,0.04
1582984316,0.032,0.048,0.04
1582984373,0.032,0.048,0.04
1582984436,0.032,0.048,0.04
1582984493,0.032,0.048,0.04
1582984556,0.032,0.048,0.04
1582984613,0.032,0.048,0.04
1582989776,0.032,6.724,0.776
1582989833,0.032,6.724,6.712
1582989896,0.032,6.724,6.696
1582989953,0.032,6.724,6.672
1582990016,0.032,6.724,6.656000000000001
1582990073,0.032,6.724,6.664
1582990136,0.032,6.724,6.688
1582990193,0.032,6.732,6.716
1582990255,0.032,6.744,6.732
1582990313,0.032,6.748,6.74
1582990375,0.032,6.748,6.732
1582990433,0.032,6.752,6.74
1582990495,0.032,6.76,6.752
1582995475,0.032,6.928,6.712
1582995533,0.032,6.928,6.732
1582995595,0.032,6.928,6.744
1582995652,0.032,6.928,5.492
1582995715,0.032,6.928,0.108
1582995772,0.032,6.928,0.052000000000000005
1582995835,0.032,6.928,0.044
1582995892,0.032,6.928,0.044
1582995954,0.032,6.928,0.044
1582996012,0.032,6.928,0.04
1582996074,0.032,6.928,0.04
1582996132,0.032,6.928,0.04
1582996194,0.032,6.928,0.04
1582996252,0.032,6.928,0.04
1582996314,0.032,6.928,0.04
1583074016,0.032,6.928,0.04
1583074073,0.032,6.928,4.072
1583074136,0.032,6.928,6.7
1583074193,0.032,6.928,6.704
1583074256,0.032,6.928,6.724
1583074313,0.032,6.928,6.74
1583074375,0.032,6.928,6.744
1583074433,0.032,6.928,6.736
1583074495,0.032,6.928,6.732
1583074553,0.032,6.928,6.728
1583074615,0.032,6.928,6.736
1583074673,0.032,6.928,6.752
1583074735,0.032,6.928,6.756
1583074793,0.032,6.928,6.744
1583074855,0.032,6.928,6.736
1583080016,0.032,6.928,0.06
1583080073,0.032,6.928,0.048
1583080136,0.032,6.928,0.044
1583080193,0.032,6.928,0.044
1583080256,0.032,6.928,0.04
1583080313,0.032,6.928,0.04
1583080375,0.032,6.928,0.04
1583080433,0.032,6.928,0.04
1583080495,0.032,6.928,0.04
1583080553,0.032,6.928,0.04
1583080615,0.032,6.928,0.04
1583080673,0.032,6.928,0.04
1583080735,0.032,6.928,0.04
1583248914,0.032,6.928,0.036000000000000004
1583248972,0.032,6.928,0.036000000000000004
1583249034,0.032,6.928,3.124
1583249096,0.032,6.928,6.724
1583249154,0.032,6.928,6.744
1583249216,0.032,6.928,6.732
1583249274,0.032,6.928,6.732
1583249336,0.032,6.928,6.744
1583249394,0.032,6.928,6.744
1583254734,0.032,6.928,6.732
1583254796,0.032,6.928,6.736
1583254854,0.032,6.928,5.984
1583254916,0.032,6.928,0.136
1583254974,0.032,6.928,0.052000000000000005
1583255036,0.032,6.928,0.044
1583255094,0.032,6.928,0.044
1583255156,0.032,6.928,0.044
1583255213,0.032,6.928,0.04
1583508233,0.032,6.928,0.04
1583508295,0.032,6.928,0.04
1583508352,0.032,6.928,0.04
1583508415,0.032,6.928,0.04
1583508472,0.032,6.928,0.04
1583508535,0.032,6.928,0.04
1583508592,0.032,6.928,0.04
1583569013,0.032,6.928,0.04
1583569075,0.032,6.928,0.04
1583569133,0.032,6.928,0.04
1583569195,0.032,6.928,0.04
1583569253,0.032,6.928,0.04
1583569315,0.032,6.928,0.04
1583569373,0.032,6.928,0.04
1583569435,0.032,6.928,0.04
1583569492,0.032,6.928,0.04
1583569555,0.032,6.928,0.04
1583997056,0.032,6.928,0.04
1583997114,0.032,6.928,6.276
1583997176,0.032,6.928,6.632000000000001
1583997233,0.032,6.928,6.636
1583997296,0.032,6.928,6.636
1583997353,0.032,6.928,6.632000000000001
1583997416,0.032,6.928,6.632000000000001
1583997473,0.032,6.928,6.632000000000001
1583997536,0.032,6.928,6.632000000000001
1583997593,0.032,6.928,6.632000000000001
1583997655,0.032,6.928,6.628
1583997713,0.032,6.928,6.628
1584002993,0.032,6.928,6.632000000000001
1584003055,0.032,6.928,6.628
1584003113,0.032,6.928,6.632000000000001
1584003175,0.032,6.928,6.632000000000001
1584003233,0.032,6.928,6.628
1584003295,0.032,6.928,6.628
1584003352,0.032,6.928,6.628
1584003415,0.032,6.928,6.628
1584003472,0.032,6.928,6.628
1584003535,0.032,6.928,6.6240000000000006
1584003592,0.032,6.928,6.6240000000000006
1584003655,0.032,6.928,6.6240000000000006
1584087514,0.032,6.952,6.5520000000000005
1584087576,0.032,6.952,6.5520000000000005
1584087634,0.032,6.952,6.5520000000000005
1584087696,0.032,6.952,6.548
1584087754,0.032,6.952,6.548
1584087816,0.032,6.952,6.548
1584087874,0.032,6.952,6.548
1584087936,0.032,6.952,6.548
1584087994,0.032,6.952,6.5440000000000005
1584088056,0.032,6.952,6.5440000000000005
1584088113,0.032,6.952,6.5440000000000005
1584088176,0.032,6.952,6.5440000000000005
1584088233,0.032,6.952,6.5440000000000005
1584093394,0.032,6.952,6.54
1584093457,0.032,6.952,6.54
1584093514,0.032,6.952,6.54
1584093577,0.032,6.952,6.5360000000000005
1584093634,0.032,6.952,6.5360000000000005
1584093696,0.032,6.952,6.5360000000000005
1584093754,0.032,6.952,6.5360000000000005
1584093816,0.032,6.952,6.5360000000000005
1584093874,0.032,6.952,6.5360000000000005
1584093936,0.032,6.952,6.548
1584093994,0.032,6.952,6.5840000000000005
1584094056,0.032,6.952,6.5920000000000005
1584094114,0.032,6.952,6.604
1584099214,0.032,6.952,6.5360000000000005
1584099276,0.032,6.952,6.5360000000000005
1584099333,0.032,6.952,6.532
1584099396,0.032,6.952,5.0280000000000005
1584099453,0.032,6.952,0.1
1584099516,0.032,6.952,1.048
1584099573,0.032,6.952,5.016
1584099636,0.032,6.952,0.088
1584099693,0.032,6.952,0.048
1584099755,0.032,6.952,0.044
1584099813,0.032,6.952,0.044
1584099875,0.032,6.952,0.04
1584099933,0.032,6.952,0.04
1584099995,0.032,6.952,0.04
1584105034,0.032,6.952,0.04
1584105097,0.032,6.952,0.04
1584105154,0.032,6.952,2.388
1584105216,0.032,6.952,6.0200000000000005
1584105274,0.032,6.952,0.132
1584105336,0.032,6.952,0.044
1584105394,0.032,6.952,0.04
1584105456,0.032,6.952,0.04
1584105514,0.032,6.952,0.04
1584105576,0.032,6.952,0.04
1584105634,0.032,6.952,0.04
1584165996,0.032,6.952,0.04
1584166053,6.572,6.58,6.572
1584166115,6.5680000000000005,6.58,6.572
1584166173,6.368,6.58,6.564
1584166235,6.368,6.58,6.5680000000000005
1584166293,6.368,6.58,6.5680000000000005
1584166355,6.368,6.58,6.564
1584166413,6.368,6.58,6.564
1584166475,6.368,6.58,6.564
1584166533,6.368,6.58,6.5600000000000005
1584171937,6.368,6.688,6.572
1584171994,6.368,6.688,6.5680000000000005
1584172056,6.368,6.688,6.5680000000000005
1584172114,6.368,6.688,6.5680000000000005
1584172176,6.368,6.688,6.564
1584172234,6.368,6.688,6.564
1584172296,6.368,6.688,6.564
1584172354,6.368,6.688,6.564
1584172416,6.368,6.688,6.5600000000000005
1584172474,6.368,6.688,6.5600000000000005
1584172536,6.368,6.688,6.5600000000000005
1584172593,6.368,6.688,6.5600000000000005
1584172713,6.368,6.688,6.556
1584177756,6.368,6.688,6.5680000000000005
1584177813,6.368,6.688,6.5680000000000005
1584177875,6.5600000000000005,6.5680000000000005,6.564
1584177933,6.5600000000000005,6.5680000000000005,6.564
1584177995,6.5600000000000005,6.5680000000000005,6.5600000000000005
1584178053,6.556,6.5680000000000005,6.5600000000000005
1584178115,0.096,6.5680000000000005,2.7720000000000002
1584178173,0.048,6.5680000000000005,0.064
1584178235,0.044,6.5680000000000005,0.048
1584178297,0.04,6.5680000000000005,0.044
1584178355,0.04,6.5680000000000005,0.044
1584178417,0.036000000000000004,6.5680000000000005,0.04
1584178475,0.036000000000000004,6.5680000000000005,0.04
1584183695,0.036000000000000004,6.5680000000000005,0.04
1584183753,0.036000000000000004,6.572,1.756
1584183815,0.036000000000000004,6.572,6.564
1584183873,0.036000000000000004,6.572,6.564
1584183935,0.036000000000000004,6.572,6.564
1584183997,0.036000000000000004,6.572,6.564
1584184055,0.036000000000000004,6.572,6.5600000000000005
1584184117,0.036000000000000004,6.5840000000000005,6.5600000000000005
1584184175,0.036000000000000004,6.6240000000000006,6.6080000000000005
1584184237,0.036000000000000004,6.628,6.62
1584184294,0.036000000000000004,6.636,6.6240000000000006
1584184357,0.036000000000000004,6.652,6.636
1584184414,0.036000000000000004,6.656000000000001,6.648000000000001
1584250416,0.036000000000000004,6.656000000000001,6.640000000000001
1584250473,0.036000000000000004,6.696,6.556
1584250536,0.036000000000000004,6.696,6.556
1584250593,6.548,6.556,6.5520000000000005
1584250655,6.5440000000000005,6.556,6.548
1584250713,6.5440000000000005,6.556,6.548
1584250775,6.5440000000000005,6.556,6.5440000000000005
1584250833,6.54,6.556,6.5440000000000005
1584250895,6.54,6.556,6.5440000000000005
1584250953,6.54,6.556,6.54
1584251015,6.5360000000000005,6.556,6.54
1584251077,6.5360000000000005,6.556,6.54
1584251135,6.5360000000000005,6.556,6.54
1584256369,6.532,6.556,6.5360000000000005
1584256417,6.548,6.556,6.5520000000000005
1584256474,0.28800000000000003,6.556,5.104
1584256537,0.068,6.556,2.32
1584256594,0.068,6.556,6.548
1584256657,0.068,6.556,6.5440000000000005
1584256714,0.068,6.556,6.5440000000000005
1584256776,0.068,6.556,6.54
1584256834,0.068,6.556,6.54
1584256896,0.068,6.556,6.54
1584257016,0.068,6.556,6.5360000000000005
1584267995,0.068,6.664,6.5280000000000005
1584268056,0.068,6.664,6.524
1584268113,0.068,6.664,6.524
1584268175,0.068,6.664,6.5200000000000005
1584268233,0.068,6.664,6.5200000000000005
1584268295,0.068,6.664,6.516
1584268353,0.068,6.664,6.508
1584268415,0.06,6.664,0.216
1584268473,0.048,6.664,0.052000000000000005
1584268535,0.04,6.664,0.048
1584268597,0.04,6.664,0.044
1584268655,0.04,6.664,0.04
1584268717,0.036000000000000004,6.664,0.04
1584334893,0.032,6.664,0.04
1584334956,0.032,6.664,3.724
1584335013,0.032,6.664,6.588
1584335076,0.032,6.664,6.5840000000000005
1584335133,0.032,6.664,6.58
1584335196,0.032,6.664,6.58
1584335253,0.032,6.664,6.5760000000000005
1584335316,0.032,6.664,6.5760000000000005
1584335373,0.032,6.664,6.5760000000000005
1584335435,0.032,6.664,6.572
1584335493,0.032,6.664,6.572
1584340717,0.032,6.668,6.556
1584340775,0.032,6.668,6.556
1584340837,0.032,6.668,6.556
1584340894,0.032,6.668,6.556
1584340957,0.032,6.668,6.556
1584341077,0.032,6.668,6.5520000000000005
1584341134,0.032,6.668,6.5520000000000005
1584341196,0.032,6.668,2.08
1584341254,0.032,6.668,0.06
1584341316,0.032,6.668,0.048
1584341374,0.032,6.668,0.044
1584346654,0.032,6.668,0.04
1584346717,0.032,6.668,0.04
1584346774,0.032,6.668,5.896
1584346836,0.032,6.668,6.5520000000000005
1584346894,0.032,6.668,6.548
1584346956,0.032,6.668,6.548
1584347014,0.032,6.668,6.4
1584347076,0.032,6.668,0.18
1584347134,0.032,6.668,0.048
1584347196,0.032,6.668,0.044
1584347253,0.032,6.668,0.04
1584347316,0.032,6.668,0.04
1584352536,0.032,6.668,2.312
1584352594,0.032,6.668,6.5520000000000005
1584352656,6.5440000000000005,6.556,6.548
1584352714,6.5440000000000005,6.556,6.548
1584352776,6.54,6.556,6.5440000000000005
1584352833,6.54,6.556,6.5440000000000005
1584352896,6.5360000000000005,6.556,6.54
1584352953,6.5360000000000005,6.556,6.54
1584353016,6.5360000000000005,6.556,6.54
1584353073,6.5360000000000005,6.556,6.5360000000000005
1584353136,6.5360000000000005,6.556,6.5360000000000005
1584358474,6.532,6.664,6.54
1584358537,6.532,6.664,6.5360000000000005
1584358594,6.532,6.664,6.5360000000000005
1584358657,6.292,6.664,6.532
1584358714,0.316,6.664,5.272
1584358777,0.056,6.664,0.108
1584358834,0.044,6.664,0.052000000000000005
1584358896,0.04,6.664,0.044
1584358954,0.04,6.664,0.044
1584359016,0.04,6.664,0.04
1584762937,0.032,6.72,0.04
1584762995,0.032,6.72,0.04
1584763057,0.032,6.72,0.04
1584763115,0.032,6.72,0.04
1584763177,0.032,6.72,0.04
1584763234,0.032,6.72,0.04
1584763297,0.032,6.72,0.04
1584763354,0.032,6.72,0.04
1584763417,0.032,6.72,0.04
1584763474,0.032,6.72,0.04
1584763537,0.032,6.72,0.04
1584763594,0.032,6.72,0.04
1584763656,0.032,6.72,0.04
1584763714,0.032,6.72,0.04
1584768937,0.032,6.72,0.04
1584768994,0.032,6.72,0.04
1584769057,0.032,6.72,0.04
1584769114,0.032,6.72,0.04
1584769176,0.032,6.72,0.04
1584769234,0.032,6.72,0.04
1584769296,0.036000000000000004,0.044,0.04
1584769354,0.036000000000000004,0.048,0.04
1584769536,0.036000000000000004,0.048,0.04
1584769594,0.036000000000000004,0.048,0.04
1584769714,0.036000000000000004,0.048,0.04
1584847425,0.032,0.048,0.04
1584847482,0.032,0.048,0.04
1584847545,0.032,0.048,0.04
1584847602,0.032,0.048,0.04
1584847665,0.036000000000000004,0.048,0.04
1584847722,0.036000000000000004,0.048,0.04
1584847785,0.036000000000000004,0.048,0.04
1584847842,0.036000000000000004,0.048,0.04
1584847904,0.036000000000000004,0.048,0.04
1584847962,0.036000000000000004,0.048,0.04
1584848024,0.036000000000000004,0.048,0.04
1584848082,0.036000000000000004,0.048,0.04
1584848144,0.036000000000000004,0.048,0.04
1584853365,0.036000000000000004,0.048,0.04
1584853423,0.04,0.044,0.04
1584853485,0.036000000000000004,0.044,0.04
1584853543,0.036000000000000004,0.044,0.04
1584853605,0.036000000000000004,0.044,0.04
1584853663,0.036000000000000004,0.048,0.04
1584853725,0.036000000000000004,0.048,0.04
1584853782,0.036000000000000004,0.048,0.04
1584853845,0.036000000000000004,0.048,0.04
1584853902,0.036000000000000004,0.048,0.04
1584853965,0.036000000000000004,0.048,0.04
1584854022,0.036000000000000004,0.048,0.04
1584854085,0.036000000000000004,0.048,0.04
1584854142,0.036000000000000004,0.048,0.04
1584854204,0.036000000000000004,0.048,0.04
1585016324,0.032,0.048,0.04
1585016382,0.032,0.048,0.04
1585016444,0.032,0.048,0.04
1585016502,0.032,0.048,0.04
1585016564,0.032,0.048,0.04
1585016622,0.032,0.048,0.04
1585016684,0.032,0.048,0.04
1585016746,0.032,0.048,0.04
1585016804,0.032,0.048,0.04
1585016866,0.032,0.048,0.04
1585016924,0.032,0.048,0.04
1585022142,0.032,0.048,0.04
1585022279,0.032,0.048,0.04
1585022284,0.032,0.048,0.04
1585022308,0.032,0.048,0.04
1585022313,0.032,0.048,0.04
1585022322,0.032,0.048,0.04
1585022370,0.032,0.048,0.04
1585022380,0.032,0.048,0.04
1585022505,0.032,0.048,0.04
1585022625,0.032,0.048,0.04
1585022682,0.032,0.048,0.04
1585022802,0.032,0.048,0.04
1585022864,0.032,0.048,0.04
1585022984,0.032,0.048,0.04
1587416114,0.032,0.048,0.04
1587416177,0.032,0.048,0.04
1587416234,0.032,0.048,0.04
1587416296,0.032,0.048,0.04
1587416354,0.032,0.048,0.04
1587416416,0.032,0.048,0.04
1587416474,0.032,0.048,0.04
1587416536,0.032,0.048,0.04
1587416594,0.032,0.048,0.04
1587416656,0.032,0.048,0.04
1587759794,0.032,0.048,0.04
1587759856,0.032,0.048,0.04
1587759976,0.032,0.048,0.04
1587760038,0.032,0.048,0.04
1587760096,0.032,0.048,0.04
1587760158,0.032,0.048,0.04
1587760216,0.032,0.048,0.04
1587760278,0.032,0.048,0.04
1587760340,0.032,0.048,0.04
1588266533,0.032,0.048,0.04
1588266590,0.032,0.048,0.04
1588266653,0.032,0.048,0.04
1588266710,0.032,0.048,0.04
1588266772,0.032,0.048,0.04
1588266830,0.032,0.048,0.04
1588266892,0.032,0.048,0.04
1588266950,0.032,0.048,0.04
1588267012,0.032,0.048,0.04
1588267070,0.032,0.048,0.04
1588267132,0.032,0.048,0.04
