time,X1,Y1,G1,G2,G3,G4,G5,G6,G7,G8,G9,GA,Checksum
1582742221,13,8,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0x93
1582742226,17,22,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xe7
1582742231,21,26,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0x28
1582742235,25,30,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0x68
1582742240,29,54,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xd0
1582742245,33,58,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0x11
1582742250,38,8,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xf2
1582742255,42,12,0x3,0x5,0x8,0xb,0xc,0xc,0xc,0xc,0xc,0xc,0x0
1582742259,46,16,0x1,0x2,0x2,0x2,0x2,0x2,0x2,0x3,0x4,0x7,0x85
1582742264,50,40,0xa,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0xc,0x89
1582742269,54,44,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x3,0x3,0x4,0x85
1582742274,59,14,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x59
1582742279,63,18,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x99
1582742283,67,22,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xd9
1582742288,71,46,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x42
1582742293,75,50,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x82
1582742298,80,10,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x2,0x2,0x45
1582742302,84,14,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0xda
1582742307,88,38,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x43
1582742312,92,42,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x61
1582742317,95,60,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xaf
1582742322,3,58,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0x8d
1582742326,7,62,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xcd
1582742331,12,32,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xd7
1582742336,16,36,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0xe,0x18
1582742341,20,60,0x4,0x4,0x4,0x4,0xc,0xc,0xc,0xc,0xc,0xc,0x3c
1582742346,25,0,0x5,0x5,0x5,0x5,0x5,0x5,0x5,0x5,0x5,0x5,0xb4
1582742350,29,14,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0xf7
1582742355,33,38,0x3,0x3,0x3,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0xb6
1582742360,37,42,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x7e
1582742365,42,2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x74
1582742370,46,6,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0xa3
1582742374,50,30,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0xc
1582742379,54,34,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x4c
1582742384,58,38,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0xd0
1582742389,63,8,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x85
1582742394,67,12,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xc5
1582742398,71,36,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2e
1582742403,75,40,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x97
1582742408,80,0,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0xca
1582742413,84,4,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x2d
1582742418,88,8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x6d
1582742422,92,22,0x2,0x2,0x2,0x2,0x2,0x2,0x2,0x1,0x1,0x1,0x52
1582742427,95,60,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0xf3
1582742432,3,48,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x24
1582742437,7,52,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x64
1582742441,12,12,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x5a
1582742446,16,26,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xae
1582742451,20,30,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xee
1582742456,24,54,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x57
1582742461,28,58,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x97
1582742465,33,18,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x8d
1582742470,37,22,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xcd
1582742475,41,46,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x36
1582742480,45,50,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x76
1582742485,50,0,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x58
1582742489,54,4,0x6,0x7,0x8,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x3b
1582742494,58,8,0x4,0x4,0x5,0x5,0x5,0x5,0x5,0x6,0x6,0x7,0xec
1582742499,62,22,0x5,0x5,0x5,0x5,0x5,0x5,0x5,0x6,0x6,0x6,0xf1
1582742504,66,26,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x18
1582742509,70,50,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x4,0x80
1582742513,74,54,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0xaf
1582742518,79,14,0x4,0x4,0x4,0x4,0x4,0x5,0x5,0x5,0x5,0x5,0xb1
1582742523,83,18,0x5,0x5,0x5,0x5,0x5,0x5,0x6,0x6,0x6,0x6,0xe5
1582742528,87,32,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0x6d
1582742533,91,56,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x2,0x2,0xe6
1582742537,95,60,0x2,0x2,0x2,0x2,0x0,0x0,0x0,0x0,0x0,0x0,0x38
1582742542,3,8,0x5,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0x6,0x77
1582742547,7,12,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x8,0x9,0x9,0xbe
1582742552,11,26,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x79
1582742557,15,40,0xa,0xa,0xa,0x9,0x9,0x8,0x9,0xa,0x9,0x9,0x65
1582742561,19,44,0xa,0x9,0x8,0x8,0x8,0x9,0x8,0x9,0x9,0xa,0x2
1582742566,23,58,0xa,0x9,0x9,0x9,0x9,0x9,0x8,0x8,0x8,0x9,0xa7
1582742571,27,62,0x9,0x9,0x9,0x9,0x9,0xa,0x9,0x8,0x8,0x8,0xa5
1582742576,32,22,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x98
1582742580,36,26,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xd8
1582742585,40,50,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x41
1582742590,44,54,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x81
1582742595,49,4,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x63
1582742600,53,8,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa3
1582742604,57,12,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xe3
1582742609,61,36,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x4c
1582742614,65,40,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x8c
1582742619,70,0,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x82
1582742624,74,4,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xc2
1582742628,78,38,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x3f
1582742633,82,42,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x7f
1582742638,86,56,0x4,0x4,0x4,0x4,0x4,0x5,0x5,0x4,0x5,0x5,0x1b
1582742643,91,6,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xb
1582742648,95,10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x4b
1582742652,2,12,0x5,0x5,0x5,0x5,0x5,0x6,0x6,0x6,0x6,0x6,0x84
1582742657,6,16,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0x9,0xe
1582742662,10,40,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x87
1582742667,14,54,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xdb
1582742672,18,58,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x1c
1582742676,23,18,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0xa,0x12
1582742825,56,36,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x3,0x8e
